,housing,campaign,job,age,loan,marital,education
635,yes,2,technician,45,no,single,professional.course
636,yes,2,admin.,36,yes,married,university.degree
637,no,2,admin.,32,no,single,university.degree
638,yes,3,technician,35,no,married,unknown
639,yes,5,management,55,no,divorced,university.degree
640,unknown,2,housemaid,49,unknown,married,basic.4y
641,yes,3,admin.,29,no,married,high.school
642,yes,2,blue-collar,34,no,married,basic.4y
643,yes,1,retired,54,no,married,high.school
644,no,2,technician,36,no,single,professional.course
645,yes,3,management,30,no,single,university.degree
646,no,1,housemaid,33,no,divorced,university.degree
647,no,1,blue-collar,37,no,married,high.school
648,yes,2,technician,36,no,married,basic.9y
649,no,1,blue-collar,33,no,married,high.school
650,yes,1,housemaid,32,no,married,high.school
651,no,1,housemaid,32,no,married,high.school
652,yes,1,blue-collar,50,no,married,basic.4y
653,no,2,blue-collar,39,yes,married,basic.9y
654,yes,2,blue-collar,51,yes,divorced,unknown
655,no,2,services,33,no,married,high.school
656,no,4,services,33,no,married,basic.4y
657,no,2,management,56,yes,married,university.degree
658,yes,2,management,39,no,divorced,university.degree
659,no,3,self-employed,33,no,single,university.degree
660,no,2,retired,59,no,divorced,basic.4y
661,yes,3,admin.,42,no,single,unknown
662,no,1,services,43,yes,married,high.school
663,unknown,3,admin.,35,unknown,married,university.degree
664,yes,2,blue-collar,46,no,married,basic.6y
665,no,2,technician,27,yes,married,basic.9y
666,yes,3,admin.,47,no,divorced,university.degree
667,no,2,admin.,31,no,single,university.degree
668,yes,1,blue-collar,32,no,married,basic.9y
669,no,3,admin.,54,no,married,high.school
670,no,1,management,56,no,married,university.degree
671,yes,2,services,48,no,single,high.school
672,yes,2,admin.,44,no,married,high.school
673,no,2,admin.,46,yes,married,high.school
674,yes,2,services,45,no,married,high.school
675,no,2,admin.,43,yes,married,professional.course
676,no,2,admin.,40,no,single,high.school
677,yes,2,management,56,no,married,university.degree
678,no,2,entrepreneur,47,no,married,professional.course
679,yes,3,management,39,no,divorced,university.degree
680,no,2,technician,48,no,married,basic.4y
681,yes,2,housemaid,45,no,married,professional.course
682,no,2,self-employed,36,no,married,university.degree
683,yes,2,management,49,no,married,professional.course
684,no,3,services,46,no,married,high.school
685,yes,2,blue-collar,38,no,married,basic.9y
686,yes,2,housemaid,50,no,married,basic.4y
687,yes,2,admin.,27,no,single,high.school
688,yes,3,technician,40,no,married,professional.course
689,yes,2,management,46,no,married,university.degree
690,yes,3,admin.,40,no,divorced,university.degree
691,no,2,management,33,no,single,university.degree
692,yes,2,retired,54,no,married,high.school
693,yes,2,blue-collar,52,no,married,basic.4y
694,yes,6,admin.,53,no,married,university.degree
695,no,3,services,49,no,married,high.school
696,no,2,blue-collar,42,no,married,basic.4y
697,no,3,housemaid,49,no,married,basic.4y
698,no,2,entrepreneur,40,no,married,basic.9y
699,no,2,admin.,59,no,married,university.degree
700,yes,2,self-employed,51,no,married,basic.9y
701,yes,2,housemaid,57,no,married,basic.6y
702,yes,3,self-employed,38,no,divorced,basic.9y
703,no,3,self-employed,52,no,married,university.degree
704,yes,3,unemployed,26,no,single,basic.9y
705,yes,2,admin.,35,yes,married,university.degree
706,no,4,admin.,51,no,married,university.degree
707,yes,2,blue-collar,43,yes,married,basic.4y
708,yes,2,admin.,42,no,married,high.school
709,yes,2,retired,60,no,divorced,university.degree
710,yes,2,blue-collar,36,no,married,basic.9y
711,no,3,management,57,no,married,university.degree
712,no,5,student,35,no,single,university.degree
713,no,2,admin.,30,no,married,university.degree
714,no,2,services,43,no,married,high.school
715,no,2,technician,40,no,married,basic.9y
716,no,3,technician,45,no,married,university.degree
717,no,5,retired,56,no,married,high.school
718,no,3,services,46,no,married,basic.6y
719,yes,2,blue-collar,41,no,married,basic.4y
720,yes,2,admin.,42,no,married,university.degree
721,no,2,blue-collar,56,no,married,basic.4y
722,yes,3,entrepreneur,43,no,married,basic.4y
723,no,4,blue-collar,34,no,married,basic.4y
724,yes,2,services,38,no,married,high.school
725,no,2,technician,40,no,married,basic.9y
726,no,4,admin.,38,no,married,high.school
727,yes,2,entrepreneur,48,no,married,university.degree
728,yes,3,blue-collar,27,no,married,basic.9y
729,no,2,technician,24,no,single,professional.course
730,yes,2,admin.,47,yes,single,unknown
731,no,3,blue-collar,48,no,married,professional.course
732,yes,2,admin.,31,yes,single,high.school
733,yes,4,self-employed,39,no,single,basic.4y
734,no,3,technician,41,no,single,university.degree
735,yes,3,blue-collar,49,no,married,basic.4y
736,no,2,retired,56,no,married,basic.4y
737,no,2,admin.,49,no,married,high.school
738,no,3,unemployed,47,no,divorced,university.degree
739,yes,3,blue-collar,44,no,married,unknown
740,no,2,admin.,48,no,divorced,high.school
741,yes,2,housemaid,55,yes,married,basic.4y
742,yes,5,management,59,no,married,basic.4y
743,yes,2,technician,44,yes,single,professional.course
744,no,3,blue-collar,46,yes,married,basic.9y
745,yes,2,blue-collar,39,no,divorced,basic.6y
746,yes,2,unemployed,38,yes,married,basic.4y
747,yes,2,services,36,no,married,high.school
748,no,3,admin.,29,no,single,university.degree
749,yes,3,technician,31,no,single,professional.course
750,no,2,services,30,yes,divorced,basic.9y
751,yes,3,blue-collar,36,no,married,basic.4y
752,no,3,blue-collar,60,no,married,professional.course
753,yes,3,admin.,36,no,married,university.degree
754,no,3,services,32,no,married,high.school
755,yes,2,blue-collar,39,no,married,basic.9y
756,yes,3,services,30,no,married,university.degree
757,no,3,blue-collar,39,no,married,basic.4y
758,yes,3,blue-collar,37,no,married,basic.9y
759,yes,3,blue-collar,39,no,married,professional.course
760,no,3,blue-collar,46,no,married,basic.4y
761,no,4,unemployed,43,no,married,basic.4y
762,yes,2,services,37,no,married,high.school
763,no,3,technician,30,no,married,university.degree
764,no,2,technician,38,no,married,professional.course
765,yes,3,technician,31,no,married,university.degree
766,no,2,admin.,44,no,married,university.degree
767,no,2,self-employed,44,no,married,university.degree
768,unknown,2,technician,38,unknown,married,unknown
769,no,3,student,30,no,single,high.school
770,unknown,2,blue-collar,37,unknown,married,basic.4y
771,yes,2,housemaid,54,no,divorced,unknown
772,yes,2,management,41,no,married,unknown
773,no,2,technician,43,no,married,professional.course
774,no,2,housemaid,38,no,married,basic.9y
775,yes,2,blue-collar,41,no,married,basic.4y
776,no,2,blue-collar,38,yes,single,unknown
777,unknown,3,blue-collar,33,unknown,married,basic.9y
778,yes,2,admin.,32,no,married,high.school
779,no,2,services,30,no,married,high.school
780,yes,3,technician,43,no,married,basic.6y
781,yes,1,services,30,no,married,high.school
782,no,1,technician,36,no,divorced,professional.course
783,unknown,3,blue-collar,38,unknown,married,basic.6y
784,yes,3,blue-collar,35,no,single,basic.6y
785,no,1,self-employed,50,no,married,university.degree
786,yes,6,blue-collar,38,no,married,basic.9y
787,no,2,admin.,58,yes,married,basic.4y
788,yes,4,technician,50,no,married,professional.course
789,no,1,blue-collar,33,no,single,basic.9y
790,unknown,1,blue-collar,33,unknown,single,basic.9y
791,yes,1,management,44,yes,single,university.degree
792,no,1,management,31,no,married,high.school
793,no,3,entrepreneur,40,no,married,basic.9y
794,no,1,unknown,28,no,single,basic.9y
795,yes,1,services,36,no,single,unknown
796,no,1,blue-collar,44,no,single,high.school
797,yes,1,blue-collar,38,no,divorced,unknown
798,unknown,1,blue-collar,33,unknown,married,basic.9y
799,yes,1,blue-collar,39,yes,divorced,basic.6y
800,yes,1,blue-collar,47,no,single,basic.4y
801,no,1,services,47,no,divorced,high.school
802,no,1,entrepreneur,35,no,single,professional.course
803,no,1,admin.,42,no,divorced,university.degree
804,no,3,admin.,36,no,married,high.school
805,no,2,technician,35,no,married,basic.6y
806,yes,1,services,36,no,single,unknown
807,yes,2,entrepreneur,56,no,married,university.degree
808,no,2,admin.,26,no,single,high.school
809,yes,1,admin.,31,yes,single,university.degree
810,no,1,self-employed,57,no,single,high.school
811,no,1,services,39,no,married,high.school
812,yes,1,blue-collar,43,no,married,high.school
813,no,1,admin.,50,no,married,university.degree
814,unknown,1,blue-collar,52,unknown,single,high.school
815,no,1,blue-collar,39,no,divorced,basic.9y
816,yes,1,technician,44,no,single,unknown
817,yes,1,housemaid,36,no,married,basic.4y
818,yes,1,management,54,no,married,high.school
819,yes,2,admin.,27,no,single,basic.9y
820,no,1,admin.,31,no,single,university.degree
821,no,1,admin.,31,no,married,university.degree
822,no,1,blue-collar,28,no,married,basic.6y
823,yes,1,management,31,no,single,university.degree
824,no,1,management,30,yes,divorced,high.school
825,yes,2,technician,52,no,married,professional.course
826,no,1,technician,37,no,divorced,professional.course
827,yes,6,services,30,no,married,university.degree
828,yes,1,blue-collar,45,yes,married,basic.9y
829,yes,1,technician,54,no,married,university.degree
830,yes,1,entrepreneur,49,no,married,basic.9y
831,no,3,admin.,44,no,married,high.school
832,yes,2,student,28,yes,single,basic.9y
833,yes,1,technician,53,no,married,high.school
834,yes,1,blue-collar,45,no,married,basic.9y
835,no,1,blue-collar,45,no,married,basic.9y
836,yes,1,admin.,51,no,married,high.school
837,yes,1,blue-collar,41,no,married,basic.9y
838,yes,4,technician,43,no,married,professional.course
839,yes,2,admin.,31,no,single,university.degree
840,yes,1,admin.,39,no,single,unknown
841,no,1,technician,38,no,married,professional.course
842,yes,1,entrepreneur,50,yes,married,basic.9y
843,yes,2,admin.,53,no,single,university.degree
844,yes,1,admin.,44,no,divorced,high.school
845,yes,1,blue-collar,53,yes,married,basic.9y
846,no,1,services,24,no,single,high.school
847,yes,1,admin.,34,no,single,high.school
848,yes,3,technician,40,no,married,professional.course
849,yes,1,management,57,no,divorced,university.degree
850,yes,1,blue-collar,43,no,married,basic.4y
851,no,1,blue-collar,31,no,married,basic.6y
852,yes,2,services,31,no,married,basic.6y
853,yes,1,blue-collar,31,no,married,basic.6y
854,yes,2,housemaid,45,no,married,basic.4y
855,no,2,admin.,38,no,married,university.degree
856,yes,1,entrepreneur,41,no,married,university.degree
857,yes,1,blue-collar,47,no,married,professional.course
858,no,1,blue-collar,42,no,married,basic.6y
859,yes,1,blue-collar,35,no,single,unknown
860,yes,2,management,40,no,married,university.degree
861,no,1,blue-collar,42,no,married,basic.6y
862,yes,1,technician,34,no,married,professional.course
863,yes,2,admin.,48,no,single,university.degree
864,yes,1,blue-collar,35,yes,married,unknown
865,yes,1,blue-collar,33,no,married,high.school
866,yes,1,technician,37,no,married,professional.course
867,yes,1,technician,43,no,married,professional.course
868,no,1,admin.,42,no,single,unknown
869,yes,2,admin.,46,no,divorced,university.degree
870,yes,1,blue-collar,37,no,single,basic.9y
871,yes,1,blue-collar,40,no,married,high.school
872,yes,1,blue-collar,40,no,married,high.school
873,yes,1,entrepreneur,59,no,divorced,high.school
874,no,1,technician,43,no,single,university.degree
875,yes,1,blue-collar,44,yes,married,basic.6y
876,yes,1,blue-collar,44,no,married,basic.4y
877,yes,1,admin.,41,no,married,university.degree
878,yes,2,unknown,28,no,single,basic.9y
879,yes,1,services,48,no,married,high.school
880,yes,1,admin.,31,no,single,high.school
881,yes,2,blue-collar,27,no,married,basic.9y
882,yes,2,technician,43,no,single,university.degree
883,yes,1,retired,47,no,married,basic.4y
884,yes,2,blue-collar,40,no,divorced,unknown
885,no,1,unknown,43,no,married,high.school
886,yes,1,technician,29,no,married,professional.course
887,no,7,admin.,54,no,married,university.degree
888,no,1,technician,36,no,married,professional.course
889,no,1,admin.,30,no,single,university.degree
890,yes,6,services,38,no,single,unknown
891,no,1,blue-collar,39,no,married,basic.6y
892,no,2,blue-collar,33,no,married,basic.9y
893,yes,1,retired,39,no,single,high.school
894,no,1,technician,38,no,single,professional.course
895,yes,1,admin.,44,no,married,high.school
896,yes,1,blue-collar,33,no,married,basic.9y
897,no,2,blue-collar,37,no,married,basic.6y
898,no,1,management,32,no,married,basic.6y
899,yes,2,technician,46,no,married,professional.course
900,yes,2,technician,34,no,divorced,professional.course
901,no,1,technician,52,no,married,basic.4y
902,no,2,blue-collar,46,no,married,basic.6y
903,unknown,2,management,57,unknown,divorced,university.degree
904,no,1,technician,52,yes,married,basic.4y
905,no,1,technician,32,no,single,professional.course
906,no,1,blue-collar,31,no,single,basic.9y
907,no,1,admin.,46,no,divorced,basic.9y
908,no,1,services,59,no,divorced,high.school
909,no,1,blue-collar,38,yes,married,unknown
910,yes,1,blue-collar,42,no,divorced,basic.6y
911,no,1,blue-collar,40,no,married,basic.4y
912,no,1,admin.,46,no,married,professional.course
913,no,1,admin.,35,no,single,high.school
914,no,1,blue-collar,28,yes,married,basic.9y
915,yes,1,services,47,no,married,high.school
916,yes,1,blue-collar,35,no,married,basic.4y
917,yes,1,retired,48,no,married,basic.9y
918,yes,3,blue-collar,40,no,married,basic.6y
919,yes,2,services,32,no,single,high.school
920,yes,3,retired,59,no,divorced,basic.4y
921,no,1,entrepreneur,48,no,married,basic.9y
922,yes,2,blue-collar,45,no,married,basic.9y
923,yes,4,blue-collar,49,no,single,basic.6y
924,yes,3,admin.,51,no,married,university.degree
925,yes,2,technician,38,no,single,university.degree
926,yes,2,technician,53,no,married,high.school
927,yes,3,blue-collar,49,no,married,basic.9y
928,yes,2,blue-collar,31,yes,married,basic.9y
929,yes,2,services,36,no,married,high.school
930,yes,2,retired,54,no,married,basic.4y
931,yes,2,admin.,29,no,single,high.school
932,yes,2,blue-collar,31,no,married,basic.6y
933,yes,2,admin.,35,no,married,high.school
934,no,1,blue-collar,38,no,married,basic.9y
935,yes,2,management,54,yes,married,high.school
936,no,1,admin.,48,no,married,basic.9y
937,yes,2,management,48,no,divorced,university.degree
938,yes,3,admin.,32,no,single,university.degree
939,yes,2,technician,34,no,married,professional.course
940,yes,1,technician,49,no,single,university.degree
941,unknown,1,blue-collar,44,unknown,married,basic.9y
942,no,1,services,42,no,divorced,high.school
943,no,2,blue-collar,55,no,married,basic.4y
944,no,1,services,42,no,divorced,high.school
945,no,1,admin.,44,no,married,university.degree
